Elapsed Time,Core Body Temperature ,Heart Rate 
2014-01-07 22:48,1.499,2.4
2014-01-07 22:52,1.495,0
2014-01-07 22:56,1.503,2
2014-01-07 23:00,1.504,4.4
2014-01-07 23:04,1.515,6.6
2014-01-07 23:08,1.509,4.6
2014-01-07 23:12,1.505,0
2014-01-07 23:16,1.492,0
2014-01-07 23:20,1.504,4.4
2014-01-07 23:24,1.496,0
2014-01-07 23:28,1.496,0
2014-01-07 23:32,1.51,4.4
2014-01-07 23:36,1.499,0
2014-01-07 23:40,1.5,0
2014-01-07 23:44,1.513,4.4
2014-01-07 23:48,1.505,0
2014-01-07 23:52,1.521,7
2014-01-07 23:56,1.515,0
2014-01-08 0:00,1.508,0
2014-01-08 0:04,1.508,0
2014-01-08 0:08,1.526,6.6
2014-01-08 0:12,1.511,0
2014-01-08 0:16,1.514,0
2014-01-08 0:20,1.526,4.2
2014-01-08 0:24,1.517,0
2014-01-08 0:28,1.518,0
2014-01-08 0:32,1.53,4.2
2014-01-08 0:36,1.53,4.2
2014-01-08 0:40,1.521,0
2014-01-08 0:44,1.54,6.8
2014-01-08 0:48,1.531,2.2
2014-01-08 0:52,1.523,0
2014-01-08 0:56,1.534,4.4
2014-01-08 1:00,1.537,2.2
2014-01-08 1:04,1.543,7
2014-01-08 1:08,1.53,0
2014-01-08 1:12,1.533,0
2014-01-08 1:16,1.541,4.4
2014-01-08 1:20,1.532,0
2014-01-08 1:24,1.558,9.2
2014-01-08 1:28,1.545,4.8
2014-01-08 1:32,1.539,0.6
2014-01-08 1:36,1.547,1.8
2014-01-08 1:40,1.539,0
2014-01-08 1:44,1.538,0
2014-01-08 1:48,1.553,4.2
2014-01-08 1:52,1.557,7.4
2014-01-08 1:56,1.546,0
2014-01-08 2:00,1.547,0
2014-01-08 2:04,1.558,1.6
2014-01-08 2:08,1.548,0
2014-01-08 2:12,1.552,0
2014-01-08 2:16,1.551,0
2014-01-08 2:20,1.553,0
2014-01-08 2:24,1.563,0
2014-01-08 2:28,1.555,0
2014-01-08 2:32,1.568,4.4
2014-01-08 2:36,1.558,0
2014-01-08 2:40,1.58,7.2
2014-01-08 2:44,1.56,0
2014-01-08 2:48,1.562,0
2014-01-08 2:52,1.563,0
2014-01-08 2:56,1.569,2.6
2014-01-08 3:00,1.566,0
2014-01-08 3:04,1.566,0
2014-01-08 3:08,1.566,0
2014-01-08 3:12,1.574,2
2014-01-08 3:16,1.569,0
2014-01-08 3:20,1.569,0
2014-01-08 3:24,1.584,4.8
2014-01-08 3:28,1.576,1.6
2014-01-08 3:32,1.572,0
2014-01-08 3:36,1.578,0
2014-01-08 3:40,1.575,0
2014-01-08 3:44,1.578,0
2014-01-08 3:48,1.584,0
2014-01-08 3:52,1.587,0
2014-01-08 3:56,1.59,0
2014-01-08 4:00,1.593,0
2014-01-08 4:04,1.593,0
2014-01-08 4:08,1.596,0
2014-01-08 4:12,1.612,4
2014-01-08 4:16,1.599,0
2014-01-08 4:20,1.6,0
2014-01-08 4:24,1.604,2.6
2014-01-08 4:28,1.602,0
2014-01-08 4:32,1.613,4.2
2014-01-08 4:36,1.602,0
2014-01-08 4:40,1.605,0
2014-01-08 4:44,1.616,4.4
2014-01-08 4:48,1.625,7.4
2014-01-08 4:52,1.608,0
2014-01-08 4:56,1.618,2.2
2014-01-08 5:00,1.619,0.6
2014-01-08 5:04,1.633,7.8
2014-01-08 5:08,1.644,10.8
2014-01-08 5:12,1.661,16.4
2014-01-08 5:16,1.691,22.2
2014-01-08 5:20,1.741,24.2
2014-01-08 5:24,1.824,27.8
2014-01-08 5:28,1.942,29.6
2014-01-08 5:32,2.051,37
2014-01-08 5:36,2.202,39.6
2014-01-08 5:40,2.4,43.4
2014-01-08 5:44,2.632,48
2014-01-08 5:48,2.881,54
2014-01-08 5:52,3.177,60.6
2014-01-08 5:56,3.532,68.6
2014-01-08 6:00,3.906,77.4
2014-01-08 6:04,4.324,85.8
2014-01-08 6:08,4.799,101.4
2014-01-08 6:12,5.267,119.4
2014-01-08 6:16,5.814,144.2
2014-01-08 6:20,6.448,170.8
2014-01-08 6:24,7.25,209.8
2014-01-08 6:28,8.293,260.8
2014-01-08 6:32,9.567,321.2
2014-01-08 6:36,11.009,374.6
2014-01-08 6:40,13.948,402
2014-01-08 6:44,18.272,358.6
2014-01-08 6:48,21.982,379.2
2014-01-08 6:52,24.594,386.2
2014-01-08 6:56,27.008,395.4
2014-01-08 7:00,29.859,392.2
2014-01-08 7:04,32.36,404.2
2014-01-08 7:08,33.933,392.2
2014-01-08 7:12,35.52,373.4
2014-01-08 7:16,36.12,396.2
2014-01-08 7:20,36.508,368
2014-01-08 7:24,36.716,359.6
2014-01-08 7:28,36.693,393.8
2014-01-08 7:32,36.968,359.4
2014-01-08 7:36,37.047,310.8
2014-01-08 7:40,36.928,371.2
2014-01-08 7:44,37.205,346.8
2014-01-08 7:48,37.302,342
2014-01-08 7:52,37.291,339
2014-01-08 7:56,37.032,360.2
2014-01-08 8:00,37.055,344.8
2014-01-08 8:04,37.125,353.4
2014-01-08 8:08,37.089,339.6
2014-01-08 8:12,37.138,342.4
2014-01-08 8:16,37.11,345.4
2014-01-08 8:20,37.014,343.2
2014-01-08 8:24,36.786,310.2
2014-01-08 8:28,36.636,349.2
2014-01-08 8:32,36.636,359
2014-01-08 8:36,36.699,359.2
2014-01-08 8:40,36.654,349
2014-01-08 8:44,36.623,298.6
2014-01-08 8:48,36.389,319.2
2014-01-08 8:52,36.421,363.6
2014-01-08 8:56,36.513,348.8
2014-01-08 9:00,36.578,348.2
2014-01-08 9:04,36.619,345.4
2014-01-08 9:08,36.491,348.6
2014-01-08 9:12,36.735,351.2
2014-01-08 9:16,36.786,336
2014-01-08 9:20,36.846,335.2
2014-01-08 9:24,36.853,318.6
2014-01-08 9:28,36.667,280.2
2014-01-08 9:32,36.587,335.8
2014-01-08 9:36,36.503,354.2
2014-01-08 9:40,36.443,338.8
2014-01-08 9:44,36.528,286.8
2014-01-08 9:48,36.424,331.8
2014-01-08 9:52,36.485,328.6
2014-01-08 9:56,36.483,338.6
2014-01-08 10:00,36.439,310.8
2014-01-08 10:04,36.371,329.2
2014-01-08 10:08,36.359,334
2014-01-08 10:12,36.245,302.6
2014-01-08 10:16,36.209,343.6
2014-01-08 10:20,36.226,341.8
2014-01-08 10:24,36.287,337.2
2014-01-08 10:28,36.225,331.8
2014-01-08 10:32,36.21,303.6
2014-01-08 10:36,36.159,312.2
2014-01-08 10:40,36.163,338
2014-01-08 10:44,36.141,329.8
2014-01-08 10:48,36.101,286.8
2014-01-08 10:52,36.147,318.6
2014-01-08 10:56,36.152,326
2014-01-08 11:00,36.093,324.6
2014-01-08 11:04,36.059,330.2
2014-01-08 11:08,36.132,321
2014-01-08 11:12,36.026,293
2014-01-08 11:16,35.998,326.4
2014-01-08 11:20,36.021,317.8
2014-01-08 11:24,36.133,333.4
2014-01-08 11:28,36.418,343.2
2014-01-08 11:32,36.635,342
2014-01-08 11:36,36.675,347.2
2014-01-08 11:40,36.371,374.8
2014-01-08 11:44,36.9,355
2014-01-08 11:48,36.977,367
2014-01-08 11:52,36.682,367.8
2014-01-08 11:56,36.55,402.4
2014-01-08 12:00,36.869,393.6
2014-01-08 12:04,37.15,407.8
2014-01-08 12:08,37.369,336.4
2014-01-08 12:12,37.257,333.8
2014-01-08 12:16,36.888,327
2014-01-08 12:20,36.772,297.8
2014-01-08 12:24,36.63,333
2014-01-08 12:28,36.602,324
2014-01-08 12:32,36.419,284.4
2014-01-08 12:36,36.153,348.6
2014-01-08 12:40,35.908,332
2014-01-08 12:44,36.06,303.4
2014-01-08 12:48,36.019,346.8
2014-01-08 12:52,35.963,319
2014-01-08 12:56,36.074,313.2
2014-01-08 13:00,35.944,284.4
2014-01-08 13:04,35.892,333.6
2014-01-08 13:08,35.763,319
2014-01-08 13:12,35.873,309
2014-01-08 13:16,35.847,327.2
2014-01-08 13:20,35.758,307
2014-01-08 13:24,35.861,313.6
2014-01-08 13:28,35.644,308.6
2014-01-08 13:32,35.69,312.4
2014-01-08 13:36,35.468,271.8
2014-01-08 13:40,35.473,325.8
2014-01-08 13:44,35.5,311.8
2014-01-08 13:48,35.682,322
2014-01-08 13:52,35.516,300.4
2014-01-08 13:56,35.542,315.4
2014-01-08 14:00,35.453,303
2014-01-08 14:04,35.321,244.8
2014-01-08 14:08,35.4,316.6
2014-01-08 14:12,35.411,315.2
2014-01-08 14:16,35.447,303.4
2014-01-08 14:20,35.503,307.8
2014-01-08 14:24,35.305,282
2014-01-08 14:28,35.301,309
2014-01-08 14:32,35.304,250.8
2014-01-08 14:36,35.206,309.8
2014-01-08 14:40,35.266,302.8
2014-01-08 14:44,35.154,244.4
2014-01-08 14:48,35.13,317.8
2014-01-08 14:52,35.225,307.8
2014-01-08 14:56,35.214,295.4
2014-01-08 15:00,35.252,285.6
2014-01-08 15:04,35.106,286
2014-01-08 15:08,35.184,289
2014-01-08 15:12,35.026,270.2
2014-01-08 15:16,35.071,303
2014-01-08 15:20,35.175,300
2014-01-08 15:24,35.25,304
2014-01-08 15:28,35.165,294.8
2014-01-08 15:32,35.062,247.6
2014-01-08 15:36,34.838,227.2
2014-01-08 15:40,35.009,286.4
2014-01-08 15:44,35.038,295.2
2014-01-08 15:48,35.011,291.2
2014-01-08 15:52,34.795,265.4
2014-01-08 15:56,35.076,294.4
2014-01-08 16:00,35.077,268.4
2014-01-08 16:04,35.005,280.2
2014-01-08 16:08,34.885,216.8
2014-01-08 16:12,34.802,299
2014-01-08 16:16,34.872,296.4
2014-01-08 16:20,34.975,277.4
2014-01-08 16:24,34.963,306.2
2014-01-08 16:28,35.221,317
2014-01-08 16:32,35.673,318.6
2014-01-08 16:36,35.863,344.4
2014-01-08 16:40,35.804,297.2
2014-01-08 16:44,35.794,310
2014-01-08 16:48,35.75,261.4
2014-01-08 16:52,35.597,292.2
2014-01-08 16:56,35.533,298
2014-01-08 17:00,35.538,208.4
2014-01-08 17:04,35.411,293.2
2014-01-08 17:08,35.584,287.6
2014-01-08 17:12,35.551,252.8
2014-01-08 17:16,35.382,300.8
2014-01-08 17:20,35.45,258
2014-01-08 17:24,35.404,284.2
2014-01-08 17:28,35.296,196.8
2014-01-08 17:32,35.24,295.4
2014-01-08 17:36,35.282,251.8
2014-01-08 17:40,35.25,274
2014-01-08 17:44,35.19,216
2014-01-08 17:48,35.183,291.4
2014-01-08 17:52,35.25,284.6
2014-01-08 17:56,35.259,278.6
2014-01-08 18:00,35.184,283.4
2014-01-08 18:04,35.108,278.2
2014-01-08 18:08,34.992,270
2014-01-08 18:12,34.814,266
2014-01-08 18:16,34.831,255.6
2014-01-08 18:20,34.706,254.6
2014-01-08 18:24,34.506,222
2014-01-08 18:28,34.617,308.4
2014-01-08 18:32,34.665,251.8
2014-01-08 18:36,34.697,292.4
2014-01-08 18:40,34.713,212.4
2014-01-08 18:44,34.832,240.6
2014-01-08 18:48,34.724,263.4
2014-01-08 18:52,34.529,254
2014-01-08 18:56,34.2,229.2
2014-01-08 19:00,33.711,180
2014-01-08 19:04,33.362,237.4
2014-01-08 19:08,33.296,269
2014-01-08 19:12,33.362,208.8
2014-01-08 19:16,33.472,252.6
2014-01-08 19:20,33.339,235.8
2014-01-08 19:24,32.845,160.6
2014-01-08 19:28,32.438,135.8
2014-01-08 19:32,32.217,94.2
2014-01-08 19:36,31.704,89
2014-01-08 19:40,31.15,80.2
2014-01-08 19:44,30.625,72.2
2014-01-08 19:48,30.065,69.4
2014-01-08 19:52,29.462,67.4
2014-01-08 19:56,28.931,103
2014-01-08 20:00,28.271,177.2
2014-01-08 20:04,28.114,116.8
2014-01-08 20:08,28.096,132.6
2014-01-08 20:12,27.924,132.4
2014-01-08 20:16,27.98,147
2014-01-08 20:20,28.265,116.8
2014-01-08 20:24,28.484,154.4
2014-01-08 20:28,28.048,96.2
2014-01-08 20:32,27.654,73
2014-01-08 20:36,27.122,69.4
2014-01-08 20:40,26.567,51.6
2014-01-08 20:44,26.078,50.4
2014-01-08 20:48,25.488,52.4
2014-01-08 20:52,25.011,57.8
2014-01-08 20:56,24.6,41.4
2014-01-08 21:00,24.058,36.8
2014-01-08 21:04,23.578,33.8
2014-01-08 21:08,23.085,31.8
2014-01-08 21:12,22.615,29
2014-01-08 21:16,22.12,25.8
2014-01-08 21:20,21.654,19
2014-01-08 21:24,21.195,28
2014-01-08 21:28,20.77,23.6
2014-01-08 21:32,20.324,22.4
2014-01-08 21:36,19.872,24.6
2014-01-08 21:40,19.487,11.8
2014-01-08 21:44,19.099,32.2
2014-01-08 21:48,18.722,18.6
2014-01-08 21:52,18.343,25.8
2014-01-08 21:56,17.933,27.8
2014-01-08 22:00,17.563,25
2014-01-08 22:04,17.214,41.2
2014-01-08 22:08,16.834,12.8
2014-01-08 22:12,16.468,15.4
2014-01-08 22:16,16.138,14.8
2014-01-08 22:20,15.76,14.6
2014-01-08 22:24,15.447,37.6
2014-01-08 22:28,15.141,26
2014-01-08 22:32,14.796,20.4
2014-01-08 22:36,14.494,17.4
2014-01-08 22:40,14.166,8.2
2014-01-08 22:44,13.879,23.2
2014-01-08 22:48,13.585,10.4
2014-01-08 22:52,13.284,10
2014-01-08 22:56,12.99,12.8
2014-01-08 23:00,12.706,14.8
2014-01-08 23:04,12.467,13.6
2014-01-08 23:08,12.189,10
2014-01-08 23:12,11.935,13.2
2014-01-08 23:16,11.702,13.2
2014-01-08 23:20,11.458,13.6
2014-01-08 23:24,11.226,19.2
2014-01-08 23:28,11.007,20.4
2014-01-08 23:32,10.749,14
2014-01-08 23:36,10.525,7.8
2014-01-08 23:40,10.309,13.2
2014-01-08 23:44,10.113,11.8
2014-01-08 23:48,9.901,5.6
2014-01-08 23:52,9.691,11.2
2014-01-08 23:56,9.522,12.8
2014-01-09 0:00,9.322,5.2
2014-01-09 0:04,9.163,11.4
2014-01-09 0:08,8.978,16
2014-01-09 0:12,8.806,11
2014-01-09 0:16,8.642,11
2014-01-09 0:20,8.487,6.8
