Elapsed Time,Core Body Temperature ,Heart Rate 
2015-03-03 15:00,0.89,0
2015-03-03 15:04,0.891,0
2015-03-03 15:08,0.894,0
2015-03-03 15:12,0.897,0
2015-03-03 15:16,0.897,0
2015-03-03 15:20,0.9,0
2015-03-03 15:24,0.9,0
2015-03-03 15:28,0.903,0
2015-03-03 15:32,0.906,0
2015-03-03 15:36,0.893,0
2015-03-03 15:40,0.909,0
2015-03-03 15:44,0.914,0
2015-03-03 15:48,0.916,0
2015-03-03 15:52,0.904,0
2015-03-03 15:56,0.919,0
2015-03-03 16:00,0.925,0
2015-03-03 16:04,0.925,0
2015-03-03 16:08,0.928,0
2015-03-03 16:12,0.931,0
2015-03-03 16:16,0.938,0
2015-03-03 16:20,0.929,0
2015-03-03 16:24,0.946,0
2015-03-03 16:28,0.955,0
2015-03-03 16:32,0.967,0
2015-03-03 16:36,0.987,0
2015-03-03 16:40,1.001,0
2015-03-03 16:44,1.024,0
2015-03-03 16:48,1.072,0
2015-03-03 16:52,1.164,32
2015-03-03 16:56,1.232,31
2015-03-03 17:00,1.355,51
2015-03-03 17:04,1.501,37
2015-03-03 17:08,1.705,40
2015-03-03 17:12,1.908,53
2015-03-03 17:16,2.177,49
2015-03-03 17:20,2.468,66
2015-03-03 17:24,2.853,62
2015-03-03 17:28,3.234,90
2015-03-03 17:32,3.706,85
2015-03-03 17:36,4.132,96
2015-03-03 17:40,4.569,113
2015-03-03 17:44,4.949,65
2015-03-03 17:48,5.563,83
2015-03-03 17:52,6.245,89
2015-03-03 17:56,7.093,100
2015-03-03 18:00,8.101,95
2015-03-03 18:04,9.544,69
2015-03-03 18:08,12.333,99
2015-03-03 18:12,15.962,379
2015-03-03 18:16,18.531,328
2015-03-03 18:20,21.709,386
2015-03-03 18:24,23.833,396
2015-03-03 18:28,25.945,388
2015-03-03 18:32,28.186,392
2015-03-03 18:36,30.195,397
2015-03-03 18:40,31.693,390
2015-03-03 18:44,34.149,404
2015-03-03 18:48,35.676,398
2015-03-03 18:52,36.221,402
2015-03-03 18:56,36.533,331
2015-03-03 19:00,36.9,383
2015-03-03 19:04,37.019,278
2015-03-03 19:08,37.087,400
2015-03-03 19:12,37.219,347
2015-03-03 19:16,37.134,390
2015-03-03 19:20,37.151,390
2015-03-03 19:24,36.995,410
2015-03-03 19:28,37.251,379
2015-03-03 19:32,37.125,363
2015-03-03 19:36,37.023,396
2015-03-03 19:40,37.26,292
2015-03-03 19:44,37.329,274
2015-03-03 19:48,37.249,356
2015-03-03 19:52,37.251,219
2015-03-03 19:56,37.241,289
2015-03-03 20:00,37.178,339
2015-03-03 20:04,37.188,340
2015-03-03 20:08,37.154,259
2015-03-03 20:12,37.006,356
2015-03-03 20:16,36.991,345
2015-03-03 20:20,36.969,245
2015-03-03 20:24,36.876,322
2015-03-03 20:28,36.678,344
2015-03-03 20:32,36.748,356
2015-03-03 20:36,36.782,328
2015-03-03 20:40,36.808,332
2015-03-03 20:44,36.791,239
2015-03-03 20:48,36.752,321
2015-03-03 20:52,36.561,367
2015-03-03 20:56,36.393,373
2015-03-03 21:00,36.569,308
2015-03-03 21:04,36.716,305
2015-03-03 21:08,36.67,328
2015-03-03 21:12,36.735,275
2015-03-03 21:16,36.755,296
2015-03-03 21:20,36.726,270
2015-03-03 21:24,36.584,367
2015-03-03 21:28,36.571,307
2015-03-03 21:32,36.658,337
2015-03-03 21:36,36.695,216
2015-03-03 21:40,36.679,336
2015-03-03 21:44,36.802,277
2015-03-03 21:48,36.696,364
2015-03-03 21:52,36.922,363
2015-03-03 21:56,37.286,338
2015-03-03 22:00,37.209,333
2015-03-03 22:04,37.189,340
2015-03-03 22:08,37.127,296
2015-03-03 22:12,37.037,312
2015-03-03 22:16,37.021,328
2015-03-03 22:20,37.044,334
2015-03-03 22:24,37.091,302
2015-03-03 22:28,37.154,302
2015-03-03 22:32,37.057,303
2015-03-03 22:36,37.061,390
2015-03-03 22:40,37.013,310
2015-03-03 22:44,37.067,288
2015-03-03 22:48,37.048,268
2015-03-03 22:52,36.908,368
2015-03-03 22:56,36.939,281
2015-03-03 23:00,36.996,280
2015-03-03 23:04,37.085,322
2015-03-03 23:08,37.175,399
2015-03-03 23:12,37.203,287
2015-03-03 23:16,37.247,343
2015-03-03 23:20,37.268,199
2015-03-03 23:24,37.063,296
2015-03-03 23:28,36.982,248
2015-03-03 23:32,36.961,298
2015-03-03 23:36,37.015,269
2015-03-03 23:40,37.072,311
2015-03-03 23:44,37.052,223
2015-03-03 23:48,36.952,332
2015-03-03 23:52,36.965,293
2015-03-03 23:56,36.979,270
2015-03-04 0:00,36.956,278
2015-03-04 0:04,36.925,214
2015-03-04 0:08,36.722,299
2015-03-04 0:12,36.68,291
2015-03-04 0:16,36.705,247
2015-03-04 0:20,36.725,289
2015-03-04 0:24,36.744,251
2015-03-04 0:28,36.581,360
2015-03-04 0:32,36.693,238
2015-03-04 0:36,36.692,287
2015-03-04 0:40,36.712,264
2015-03-04 0:44,36.694,252
2015-03-04 0:48,36.712,242
2015-03-04 0:52,36.621,250
2015-03-04 0:56,36.666,293
2015-03-04 1:00,36.67,266
2015-03-04 1:04,36.666,260
2015-03-04 1:08,36.652,266
2015-03-04 1:12,36.664,305
2015-03-04 1:16,36.667,354
2015-03-04 1:20,36.758,226
2015-03-04 1:24,36.822,317
2015-03-04 1:28,36.716,235
2015-03-04 1:32,36.685,274
2015-03-04 1:36,36.601,272
2015-03-04 1:40,36.634,190
2015-03-04 1:44,36.539,335
2015-03-04 1:48,36.507,216
2015-03-04 1:52,36.425,244
2015-03-04 1:56,36.338,255
2015-03-04 2:00,36.321,291
2015-03-04 2:04,36.278,301
2015-03-04 2:08,36.261,284
2015-03-04 2:12,36.336,274
2015-03-04 2:16,36.349,193
2015-03-04 2:20,36.28,302
2015-03-04 2:24,36.272,278
2015-03-04 2:28,36.257,280
2015-03-04 2:32,36.271,285
2015-03-04 2:36,36.294,264
2015-03-04 2:40,36.186,256
2015-03-04 2:44,36.116,253
2015-03-04 2:48,36.07,251
2015-03-04 2:52,36.083,284
2015-03-04 2:56,36.143,198
2015-03-04 3:00,36.028,221
2015-03-04 3:04,35.896,257
2015-03-04 3:08,35.873,233
2015-03-04 3:12,35.859,242
2015-03-04 3:16,35.849,262
2015-03-04 3:20,35.921,203
2015-03-04 3:24,35.804,267
2015-03-04 3:28,35.639,214
2015-03-04 3:32,35.685,334
2015-03-04 3:36,35.741,177
2015-03-04 3:40,35.769,226
2015-03-04 3:44,35.692,225
2015-03-04 3:48,35.638,298
2015-03-04 3:52,36.346,382
2015-03-04 3:56,36.344,250
2015-03-04 4:00,36.53,349
2015-03-04 4:04,36.647,428
2015-03-04 4:08,36.508,422
2015-03-04 4:12,36.003,241
2015-03-04 4:16,35.333,295
2015-03-04 4:20,34.109,299
2015-03-04 4:24,33.268,240
2015-03-04 4:28,32.84,187
2015-03-04 4:32,32.523,168
2015-03-04 4:36,32.076,129
2015-03-04 4:40,31.52,70
2015-03-04 4:44,31.08,117
2015-03-04 4:48,30.489,99
2015-03-04 4:52,30.005,96
2015-03-04 4:56,29.52,110
2015-03-04 5:00,28.926,101
2015-03-04 5:04,28.38,94
2015-03-04 5:08,27.734,230
2015-03-04 5:12,27.316,69
2015-03-04 5:16,26.794,69
2015-03-04 5:20,26.27,71
2015-03-04 5:24,25.779,52
2015-03-04 5:28,25.26,60
2015-03-04 5:32,24.786,48
2015-03-04 5:36,24.261,60
2015-03-04 5:40,23.782,48
2015-03-04 5:44,23.264,77
2015-03-04 5:48,22.778,25
2015-03-04 5:52,22.327,37
2015-03-04 5:56,21.88,53
2015-03-04 6:00,21.446,23
2015-03-04 6:04,20.982,37
2015-03-04 6:08,20.536,31
2015-03-04 6:12,20.092,70
2015-03-04 6:16,19.712,65
2015-03-04 6:20,19.42,37
2015-03-04 6:24,19.073,77
2015-03-04 6:28,18.662,47
2015-03-04 6:32,18.242,0
2015-03-04 6:36,17.856,0
2015-03-04 6:40,17.539,51
2015-03-04 6:44,17.136,0
2015-03-04 6:48,16.747,57
2015-03-04 6:52,16.387,18
2015-03-04 6:56,16.019,57
2015-03-04 7:00,15.712,47
2015-03-04 7:04,15.395,53
2015-03-04 7:08,15.062,0
2015-03-04 7:12,14.745,44
2015-03-04 7:16,14.461,0
2015-03-04 7:20,14.083,39
2015-03-04 7:24,13.744,0
2015-03-04 7:28,13.426,0
2015-03-04 7:32,13.173,28
2015-03-04 7:36,12.88,0
2015-03-04 7:40,12.602,45
2015-03-04 7:44,12.327,0
2015-03-04 7:48,12.098,0
2015-03-04 7:52,11.834,0
2015-03-04 7:56,11.633,32
2015-03-04 8:00,11.37,0
2015-03-04 8:04,11.11,0
2015-03-04 8:08,10.871,0
2015-03-04 8:12,10.685,0
2015-03-04 8:16,10.448,34
2015-03-04 8:20,10.225,0
2015-03-04 8:24,10.038,31
2015-03-04 8:28,9.859,0
2015-03-04 8:32,9.656,0
2015-03-04 8:36,9.49,27
2015-03-04 8:40,9.299,0
2015-03-04 8:44,9.098,0
2015-03-04 8:48,8.947,20
2015-03-04 8:52,8.753,0
2015-03-04 8:56,8.56,0
2015-03-04 9:00,8.432,0
2015-03-04 9:04,8.245,0
2015-03-04 9:08,8.081,0
2015-03-04 9:12,7.907,0
2015-03-04 9:16,7.766,0
2015-03-04 9:20,7.608,0
2015-03-04 9:24,7.451,0
2015-03-04 9:28,7.297,0
2015-03-04 9:32,7.143,0
2015-03-04 9:36,7.002,0
2015-03-04 9:40,6.848,0
2015-03-04 9:44,6.718,0
2015-03-04 9:48,6.593,0
2015-03-04 9:52,6.461,0
2015-03-04 9:56,6.342,0
2015-03-04 10:00,6.223,0
2015-03-04 10:04,6.109,0
2015-03-04 10:08,5.988,0
2015-03-04 10:12,5.861,0
2015-03-04 10:16,5.753,0
2015-03-04 10:20,5.637,0
2015-03-04 10:24,5.528,0
2015-03-04 10:28,5.42,0
2015-03-04 10:32,5.311,0
2015-03-04 10:36,5.205,0
2015-03-04 10:40,5.099,0
2015-03-04 10:44,5.002,0
2015-03-04 10:48,4.901,0
2015-03-04 10:52,4.804,0
2015-03-04 10:56,4.715,0
2015-03-04 11:00,4.624,0
2015-03-04 11:04,4.526,0
2015-03-04 11:08,4.461,0
2015-03-04 11:12,4.359,0
2015-03-04 11:16,4.282,48
2015-03-04 11:20,4.206,0
2015-03-04 11:24,4.129,0
2015-03-04 11:28,4.053,0
2015-03-04 11:32,3.974,0
2015-03-04 11:36,3.904,0
2015-03-04 11:40,3.832,0
2015-03-04 11:44,3.766,0
2015-03-04 11:48,3.699,0
2015-03-04 11:52,3.635,0
2015-03-04 11:56,3.568,0
2015-03-04 12:00,3.508,0
