Elapsed Time,Core Body Temperature ,Heart Rate 
2015-02-27 15:00,1.304,0
2015-02-27 15:04,1.31,0
2015-02-27 15:08,1.316,0
2015-02-27 15:12,1.318,0
2015-02-27 15:16,1.325,0
2015-02-27 15:20,1.331,0
2015-02-27 15:24,1.335,0
2015-02-27 15:28,1.328,0
2015-02-27 15:32,1.347,0
2015-02-27 15:36,1.363,0
2015-02-27 15:40,1.377,0
2015-02-27 15:44,1.421,0
2015-02-27 15:48,1.456,0
2015-02-27 15:52,1.493,47
2015-02-27 15:56,1.581,33
2015-02-27 16:00,1.642,30
2015-02-27 16:04,1.79,74
2015-02-27 16:08,1.917,38
2015-02-27 16:12,2.161,83
2015-02-27 16:16,2.429,46
2015-02-27 16:20,2.707,59
2015-02-27 16:24,2.989,56
2015-02-27 16:28,3.425,63
2015-02-27 16:32,3.838,75
2015-02-27 16:36,4.281,78
2015-02-27 16:40,4.881,90
2015-02-27 16:44,5.468,102
2015-02-27 16:48,6.083,122
2015-02-27 16:52,6.765,145
2015-02-27 16:56,7.525,176
2015-02-27 17:00,8.537,217
2015-02-27 17:04,9.945,256
2015-02-27 17:08,11.958,323
2015-02-27 17:12,15.881,306
2015-02-27 17:16,18.435,274
2015-02-27 17:20,20.921,276
2015-02-27 17:24,23.488,270
2015-02-27 17:28,25.295,265
2015-02-27 17:32,27.321,283
2015-02-27 17:36,28.768,299
2015-02-27 17:40,29.819,297
2015-02-27 17:44,30.933,301
2015-02-27 17:48,31.52,302
2015-02-27 17:52,32.178,271
2015-02-27 17:56,32.596,277
2015-02-27 18:00,33.087,220
2015-02-27 18:04,33.455,224
2015-02-27 18:08,33.819,243
2015-02-27 18:12,33.837,260
2015-02-27 18:16,34.159,217
2015-02-27 18:20,34.359,246
2015-02-27 18:24,34.507,238
2015-02-27 18:28,34.535,226
2015-02-27 18:32,34.639,227
2015-02-27 18:36,34.748,240
2015-02-27 18:40,34.678,209
2015-02-27 18:44,34.303,274
2015-02-27 18:48,34.303,283
2015-02-27 18:52,34.588,271
2015-02-27 18:56,34.863,258
2015-02-27 19:00,35.01,181
2015-02-27 19:04,34.712,203
2015-02-27 19:08,34.762,242
2015-02-27 19:12,34.813,179
2015-02-27 19:16,34.733,167
2015-02-27 19:20,34.592,186
2015-02-27 19:24,34.613,251
2015-02-27 19:28,34.782,196
2015-02-27 19:32,34.805,158
2015-02-27 19:36,34.64,150
2015-02-27 19:40,34.702,189
2015-02-27 19:44,34.771,145
2015-02-27 19:48,34.791,180
2015-02-27 19:52,34.746,189
2015-02-27 19:56,34.457,221
2015-02-27 20:00,34.585,205
2015-02-27 20:04,34.781,191
2015-02-27 20:08,34.853,195
2015-02-27 20:12,34.952,179
2015-02-27 20:16,34.751,177
2015-02-27 20:20,34.779,284
2015-02-27 20:24,34.863,237
2015-02-27 20:28,34.912,182
2015-02-27 20:32,34.942,166
2015-02-27 20:36,35.035,287
2015-02-27 20:40,35.19,223
2015-02-27 20:44,35.238,287
2015-02-27 20:48,35.55,325
2015-02-27 20:52,35.94,316
2015-02-27 20:56,36.502,265
2015-02-27 21:00,36.261,324
2015-02-27 21:04,35.802,305
2015-02-27 21:08,35.732,277
2015-02-27 21:12,35.686,268
2015-02-27 21:16,35.554,277
2015-02-27 21:20,35.184,252
2015-02-27 21:24,35.016,255
2015-02-27 21:28,35.013,246
2015-02-27 21:32,35.041,292
2015-02-27 21:36,35.2,302
2015-02-27 21:40,35.451,312
2015-02-27 21:44,35.584,285
2015-02-27 21:48,35.196,304
2015-02-27 21:52,35.68,284
2015-02-27 21:56,35.142,167
2015-02-27 22:00,35.845,181
2015-02-27 22:04,35.579,204
2015-02-27 22:08,35.374,163
2015-02-27 22:12,35.172,183
2015-02-27 22:16,35.033,152
2015-02-27 22:20,35.017,156
2015-02-27 22:24,34.893,188
2015-02-27 22:28,34.727,198
2015-02-27 22:32,34.712,183
2015-02-27 22:36,34.521,198
2015-02-27 22:40,34.595,145
2015-02-27 22:44,34.619,252
2015-02-27 22:48,34.448,210
2015-02-27 22:52,34.535,175
2015-02-27 22:56,34.562,173
2015-02-27 23:00,34.534,182
2015-02-27 23:04,34.495,177
