,Time,HR,HR-LP,Tb,Tb Transformed
369,2013-12-01 17:36,23.0,11.487351574835698,7.272,10.116476572475435
370,2013-12-01 17:40,0.0,10.982447435776697,7.156,10.011337284183647
371,2013-12-01 17:44,0.0,10.524193907645282,7.033,9.899853383667352
372,2013-12-01 17:48,30.0,10.09290299979563,6.976,9.848190112696386
373,2013-12-01 17:52,24.0,9.564368355673176,6.827,9.713140509631934
374,2013-12-01 17:56,0.0,8.947251209414134,6.729,9.62431593848887
375,2013-12-01 18:00,0.0,8.356410690137741,6.679,9.57899727974241
376,2013-12-01 18:04,0.0,7.8400729095207495,6.598,9.505581052573142
377,2013-12-01 18:08,25.0,7.337911644494025,6.503,9.419475600954867
378,2013-12-01 18:12,0.0,6.789727064679663,6.42,9.34424662743574
379,2013-12-01 18:16,0.0,6.2463544963781725,6.294,9.23004360739466
380,2013-12-01 18:20,0.0,5.7586721680462025,6.187,9.133061677677233
381,2013-12-01 18:24,0.0,5.322332080237125,6.091,9.046049852884028
382,2013-12-01 18:28,0.0,4.933443982371582,5.999,8.96266352079054
383,2013-12-01 18:32,0.0,4.588540688668814,5.888,8.862056098373397
384,2013-12-01 18:36,0.0,4.284547165970884,5.793,8.775950646755122
385,2013-12-01 18:40,0.0,4.018753117858011,5.707,8.69800255371121
386,2013-12-01 18:44,0.0,3.788788820624877,5.619,8.618241714317438
387,2013-12-01 18:48,0.0,3.5926039956802254,5.53,8.537574501748738
388,2013-12-01 18:52,0.0,3.4284495300036713,5.442,8.457813662354965
389,2013-12-01 18:56,0.0,3.294861881685947,5.361,8.384397435185699
390,2013-12-01 19:00,0.0,3.1906500315179933,5.275,8.306449342141788
391,2013-12-01 19:04,0.0,3.114884864293991,5.182,8.22215663687337
392,2013-12-01 19:08,0.0,3.0668908851558623,5.111,8.157804141453395
393,2013-12-01 19:12,0.0,3.0462401971251625,5.034,8.088013406983844
394,2013-12-01 19:16,0.0,3.0527486861282136,4.947,8.009158940765003
395,2013-12-01 19:20,0.0,3.0864743795015412,4.872,7.941180952645312
396,2013-12-01 19:24,0.0,3.147717963342642,4.794,7.870483845000833
397,2013-12-01 19:28,0.0,3.237025463318597,4.721,7.804318603231
398,2013-12-01 19:32,0.0,3.355193112833645,4.652,7.741778854160884
399,2013-12-01 19:36,54.0,3.382913329319023,4.662,7.750842585910176
400,2013-12-01 19:40,0.0,3.2000721335704627,4.526,7.627575834119803
401,2013-12-01 19:44,0.0,2.925400502184154,4.46,7.567755204574475
402,2013-12-01 19:48,0.0,2.6768106847691873,4.398,7.511560067728862
403,2013-12-01 19:52,0.0,2.452086344325502,4.342,7.460803169932826
404,2013-12-01 19:56,0.0,2.249223919823452,4.274,7.39916979403764
405,2013-12-01 20:00,0.0,2.066414763177522,4.216,7.346600149891746
406,2013-12-01 20:04,0.0,1.9020290139934397,4.155,7.2913113862210635
407,2013-12-01 20:08,0.0,1.7546010683217426,4.096,7.237835368900239
408,2013-12-01 20:12,0.0,1.6228165118624691,4.048,7.194329456503636
409,2013-12-01 20:16,0.0,1.5055004011221385,3.991,7.14266618553267
410,2013-12-01 20:20,0.0,1.4016067880420535,3.938,7.094628407261423
411,2013-12-01 20:24,0.0,1.310209394703296,3.896,7.056560733914395
412,2013-12-01 20:28,0.0,1.2304933549674528,3.847,7.012148448342863
413,2013-12-01 20:32,0.0,1.1617479494245255,3.795,6.965017043246545
414,2013-12-01 20:36,0.0,1.103360268875443,3.753,6.926949369899518
